"Count","Edition","Collector Number","Name","Foil"
"1","FDN","65","Midnight Snack",""
"1","FDN","186","Vampire Nighthawk",""
"1","FDN","258","Swiftfoot Boots",""
"1","FDN","240","Good-Fortune Unicorn",""
"1","FDN","269","Thornwood Falls",""
"1","FDN","94","Slumbering Cerberus",""
"1","FDN","173","Exsanguinate",""
"1","FDN","108","Needletooth Pack",""
"1","FDN","10","Divine Resilience",""
"1","FDN","271","Wind-Scarred Crag",""
"1","FDN","96","Strongbox Raider",""
"1","FDN","237","Balmor, Battlemage Captain",""
"1","FDN","247","Tatyova, Benthic Druid",""
"1","FDN","124","Perforating Artist",""
"1","FDN","55","Arbiter of Woe",""
"1","FDN","105","Felling Blow",""
"1","FDN","74","Vampire Gourmand",""
"1","FDN","148","Stroke of Midnight",""
"1","FDN","263","Jungle Hollow",""
"1","FDN","205","Seismic Rupture",""
"1","FDN","128","Fishing Pole",""
"1","FDN","275","Island",""
"1","FDN","25","Sun-Blessed Healer",""
"1","FDN","228","Mild-Mannered Librarian",""
"1","FDN","152","Brineborn Cutthroat",""
"1","FDN","8","Dauntless Veteran",""
"1","FDN","39","Grappling Kraken",""
"1","FDN","33","Clinquant Skymage",""
"1","FDN","104","Elvish Regrower",""
"1","FDN","281","Forest",""
"1","FDN","250","Burnished Hart",""
"1","FDN","185","Stromkirk Bloodthief",""
"1","FDN","147","Serra Angel",""
"1","FDN","80","Bulk Up",""
"1","FDN","5","Celestial Armor",""
"1","FDN","69","Seeker's Folly",""
"1","FDN","267","Secluded Courtyard",""
"1","FDN","230","Overrun",""
"1","FDN","280","Forest",""
"1","FDN","19","Joust Through",""
"1","FDN","26","Twinblade Blessing",""
"1","FDN","29","Arcane Epiphany",""
"1","FDN","239","Empyrean Eagle",""
"1","FDN","175","Hero's Downfall",""
"1","FDN","86","Fiery Annihilation",""
"1","FDN","137","Authority of the Consuls","foil"
"1","FDN","334","Genesis Wave","foil"
"1","FDN","234","Vivien Reid","foil"
"1","FDN","348","Kykar, Zephyr Awakener","foil"
"1","FDN","199","Frenzied Goblin","foil"
"1","FDN","209","Sure Strike","foil"
"1","FDN","12","Felidar Savior","foil"
"1","FDN","214","Broken Wings","foil"
"1","FDN","174","Fake Your Own Death","foil"
"1","FDN","256","Meteor Golem","foil"
"1","FDN","138","Banishing Light","foil"
"1","FDN","208","Spitfire Lagac","foil"
"1","FDN","162","Run Away Together","foil"
"1","FDN","169","Bake into a Pie","foil"
"1","FDN","118","Dreadwing Scavenger","foil"
"1","FDN","269","Thornwood Falls","foil"
"1","FDN","108","Needletooth Pack","foil"
"1","FDN","191","Brazen Scourge","foil"
"1","FDN","165","Think Twice","foil"
"1","FDN","99","Apothecary Stomper","foil"
"1","FDN","267","Secluded Courtyard","foil"
"1","FDN","95","Sower of Chaos","foil"
"1","FDN","172","Eaten Alive","foil"
"1","FDN","233","Snakeskin Veil","foil"
"1","FDN","218","Dwynen's Elite","foil"
"1","FDN","6","Claws Out","foil"
"1","FDN","259","Bloodfell Caves","foil"
"1","FDN","98","Ambush Wolf","foil"
"1","FDN","29","Arcane Epiphany","foil"
"1","FDN","47","Mischievous Mystic","foil"
"1","FDN","16","Helpful Hunter","foil"
"1","FDN","28","Vanguard Seraph","foil"
"1","FDN","70","Soul-Shackled Zombie","foil"
"1","FDN","82","Courageous Goblin","foil"
"1","FDN","200","Goblin Surprise","foil"
"1","FDN","31","Bigfin Bouncer","foil"
"1","FDN","110","Quakestrider Ceratops","foil"
"1","FDN","265","Rugged Highlands","foil"
"1","FDN","286","Swamp","foil"
"1","FDN","261","Dismal Backwater","foil"
"1","FDN","275","Island","foil"
"1","FDN","287","Swamp","foil"
"1","TFDN","1","Cat",""
"1","TFDN","7","Spirit",""
"1","TFDN","8","Drake",""
"1","TFDN","18","Goblin",""
"1","TFDN","24","Kaito, Cunning Infiltrator Emblem",""
"1","TFDN","15","Zombie",""
"1","TFDN","13","Scion of the Deep",""
"1","FDN","290","Forest","foil"
"1","FDN","35","Drake Hatcher",""
"1","GRN","108","Lava Coil",""
"1","GRN","126","Crushing Canopy",""
"1","GTC","102","Mugging",""
"1","IKO","117","Flame Spill",""
"1","INR","284","Shipwreck Marsh",""
"1","KHC","19","Banishing Light",""
"1","KHM","84","Demonic Gifts",""
"1","KLD","2","Aerial Responder",""
"1","LCI","14","Get Lost",""
"1","LCI","229","Gishath, Sun's Avatar",""
"1","LCI","288","Island",""
"1","LCI","109","Greedy Freebooter",""
"1","LCI","72","River Herald Scout",""
"1","LCI","3","Adaptive Gemguard",""
"1","LCI","175","Basking Capybara",""
"1","LCI","169","Tectonic Hazard",""
"1","LCI","101","Deep Goblin Skulltaker",""
"1","LCI","64","Marauding Brinefang",""
"1","LCI","4","Attentive Sunscribe",""
"1","LCI","151","Goblin Tomb Raider",""
"1","LCI","62","Lodestone Needle // Guidestone Compass",""
"1","LCI","22","Market Gnome",""
"1","LCI","251","Contested Game Ball",""
"1","LCI","33","Ruin-Lurker Bat",""
"1","LCI","149","Etali's Favor",""
"1","LCI","182","Disturbed Slumber",""
"1","LCI","119","Skullcap Snail",""
"1","LCI","82","Unlucky Drop",""
"1","LCI","18","Ironpaw Aspirant",""
"1","LCI","142","Daring Discovery",""
"1","LCI","259","Runaway Boulder",""
"1","LCI","206","Pathfinding Axejaw",""
"1","LCI","95","Broodrage Mycoid",""
"1","LCI","128","Tithing Blade // Consuming Sepulcher",""
"1","LCI","278","Pit of Offerings",""
"1","LCI","5","Bat Colony",""
"1","LCI","59","Hurl into History",""
"1","LCI","208","Pugnacious Hammerskull",""
"1","LCI","276","Hidden Nursery",""
"1","TLCI","7","Fungus",""
"1","LCI","333","Get Lost",""
"1","M13","189","Sentinel Spider",""
"1","M13","112","Vampire Nighthawk",""
"1","M19","153","Onakke Ogre",""
"1","M19","186","Goreclaw, Terror of Qal Sisma",""
"1","M19","285","Silverbeak Griffin",""
"1","M19","28","Mighty Leap",""
"1","M20","336","Volcanic Dragon",""
"1","M20","186","Overcome",""
"1","M20","320","Bogstomper",""
"1","M20","32","Pacifism",""
"1","M21","162","Subira, Tulzidi Caravanner",""
"1","M21","303","Chandra's Magmutt",""
"1","M21","339","Wildwood Patrol",""
"1","M21","176","Colossal Dreadmaw",""
"1","M21","119","Rise Again",""
"1","MAT","67","Kolaghan Warmonger",""
"1","MID","267","Shipwreck Marsh",""
"1","MID","301","Dawnhart Rejuvenator",""
"1","MID","176","Clear Shot",""
"1","MM3","232","Cavern of Souls","foil"
"1","MOM","195","Iridescent Blademaster",""
"1","NCC","318","Treeshaker Chimera",""
"1","NCC","247","Disciple of Bolas",""
"1","NEC","38","Myojin of Towering Might","foil"
"1","NEC","3","Kaima, the Fractured Calm",""
"1","NEC","47","Access Denied",""
"1","NEO","95","Dokuchi Silencer",""
"1","NEO","278","Takenuma, Abandoned Mire",""
"1","NEO","340","Dokuchi Silencer",""
"1","NEO","297","Swamp",""
"1","NEO","295","Island",""
"1","NEO","298","Swamp",""
"1","NEO","296","Island",""
"1","NEO","271","Otawara, Soaring City",""
"1","NEO","288","Swamp","foil"
"1","NEO","285","Island","foil"
"1","NEO","38","Spirited Companion",""
"1","NEO","265","Blossoming Sands","foil"
"1","NEO","303","The Wandering Emperor",""
"1","NEO","141","Fable of the Mirror-Breaker // Reflection of Kiki-Jiki",""
"1","NEO","149","Kami of Industry","foil"
"1","NEO","112","Mukotai Ambusher","foil"
"1","NEO","188","Grafted Growth","foil"
"1","NEO","384","Invoke Calamity","foil"
"1","NEO","29","Michiko's Reign of Truth // Portrait of Michiko","foil"
"1","NEO","150","Kami's Flare","foil"
"1","NEO","18","Imperial Recovery Unit","foil"
"1","NEO","322","Peerless Samurai","foil"
"1","NEO","274","Scoured Barrens","foil"
"1","NEO","169","Unstoppable Ogre","foil"
"1","NEO","192","Historian's Wisdom","foil"
"1","NEO","282","Wind-Scarred Crag","foil"
"1","NEO","162","The Shattered States Era // Nameless Conqueror","foil"
"1","NEO","81","Suit Up","foil"
"1","NEO","164","Sokenzan Smelter","foil"
"1","NEO","47","Awakened Awareness","foil"
"1","NEO","349","Spring-Leaf Avenger","foil"
"1","NEO","190","Harmonious Emergence","foil"
"1","NEO","39","Sunblade Samurai","foil"
"1","NEO","253","Papercraft Decoy","foil"
"1","NEO","242","Circuit Mender","foil"
"1","NEO","143","Gift of Wrath","foil"
"1","NEO","65","Mobilizer Mech","foil"
"1","NEO","30","Mothrider Patrol","foil"
"1","NEO","210","Tales of Master Seshiro // Seshiro's Living Legacy","foil"
"1","NEO","92","Debt to the Kami","foil"
"1","NEO","38","Spirited Companion","foil"
"1","NEO","80","Spell Pierce","foil"
"1","NEO","100","Inkrise Infiltrator","foil"
"1","NEO","79","Skyswimmer Koi","foil"
"1","NEO","294","Plains","foil"
"1","NEO","13","Farewell",""
"1","NEO","268","Eiganjo, Seat of the Empire",""
"1","NEO","84","Tezzeret, Betrayer of Flesh",""
"1","NEO","294","Plains",""
"1","NEO","293","Plains",""
"1","NEO","300","Mountain",""
"1","NEO","301","Forest",""
"1","NEO","283","Plains",""
"1","NEO","284","Plains",""
"1","NEO","287","Swamp",""
"1","NEO","265","Blossoming Sands",""
"1","NEO","302","Forest",""
"1","NEO","42","The Wandering Emperor",""
"1","NEO","157","Rabbit Battery",""
"1","NEO","334","Moon-Circuit Hacker",""
"1","NEO","134","Atsushi, the Blazing Sky",""
"1","NEO","129","You Are Already Dead",""
"1","NEO","74","The Reality Chip",""
"1","NEO","92","Debt to the Kami",""
"1","NEO","104","Kami of Restless Shadows",""
"1","NEO","118","Okiba Salvage",""
"1","NEO","251","Network Terminal",""
"1","NEO","228","Kotose, the Silent Spider",""
"1","NEO","91","Clawing Torment",""
"1","NEO","49","Covert Technician",""
"1","NEO","103","Kaito's Pursuit",""
"1","NEO","101","Invoke Despair",""
"1","NEO","51","Disruption Protocol",""
"1","NEO","112","Mukotai Ambusher",""
"1","NEO","121","Return to Action",""
"1","NEO","331","Blade-Blizzard Kitsune",""
"1","NEO","76","Replication Specialist",""
"1","NEO","332","Covert Technician",""
"1","NEO","333","Futurist Operative",""
"1","NEO","70","Moonsnare Specialist",""
"1","NEO","67","Moon-Circuit Hacker",""
"1","NEO","188","Grafted Growth",""
"1","NEO","311","Norika Yamazaki, the Poet",""
"1","NEO","281","Uncharted Haven",""
"1","NEO","131","Akki Ronin",""
"1","NEO","138","Experimental Synthesizer",""
"1","NEO","17","Imperial Oath",""
"1","NEO","106","Leech Gauntlet",""
"1","NEO","44","Acquisition Octopus",""
"1","NEO","177","Boseiju Reaches Skyward // Branch of Boseiju",""
"1","NEO","15","Golden-Tail Disciple",""
"1","NEO","9","Dragonfly Suit",""
"1","NEO","81","Suit Up",""
"1","NEO","262","Towashi Guide-Bot",""
"1","NEO","263","Walking Skyscraper",""
"1","NEO","53","Futurist Operative",""
"1","NEO","136","Crackling Emergence",""
"1","NEO","190","Harmonious Emergence",""
"1","NEO","312","Selfless Samurai",""
"1","NEO","182","Fade into Antiquity",""
"1","NEO","21","Invoke Justice",""
"1","NEO","253","Papercraft Decoy",""
"1","NEO","100","Inkrise Infiltrator",""
"1","NEO","252","Ninja's Kunai",""
"1","NEO","165","Tempered in Solitude",""
"1","NEO","119","Reckoner Shakedown",""
"1","NEO","90","Chainflail Centipede",""
"1","NEO","63","Mirrorshell Crab",""
"1","NEO","144","Go-Shintai of Ancient Wars",""
"1","NEO","187","Go-Shintai of Boundless Vigor",""
"1","NEO","217","Eiganjo Uprising",""
"1","NEO","197","Kami of Transience",""
"1","NEO","41","Wanderer's Intervention",""
"1","NEO","211","Tamiyo's Safekeeping",""
"1","NEO","83","Tamiyo's Compleation",""
"1","NEO","272","Roadside Reliquary",""
"1","NEO","154","March of Reckless Joy",""
"1","NEO","314","Sky-Blessed Samurai",""
"1","NEO","150","Kami's Flare",""
"1","NEO","191","Heir of the Ancient Fang",""
"1","NEO","179","Coiling Stalker",""
"1","NEO","258","Searchlight Companion",""
"1","NEO","247","High-Speed Hoverbike",""
"1","NEO","75","Reality Heist",""
"1","NEO","330","Risona, Asari Commander",""
"1","NEO","20","Intercessor's Arrest",""
"1","NEO","32","Regent's Authority",""
"1","NEO","10","Eiganjo Exemplar",""
"1","NEO","164","Sokenzan Smelter",""
"1","NEO","230","Oni-Cult Anvil",""
"1","NEO","93","Dockside Chef",""
"1","NEO","320","Goro-Goro, Disciple of Ryusei",""
"1","NEO","323","Reinforced Ronin",""
"1","NEO","189","Greater Tanuki",""
"1","NEO","180","Commune with Spirits",""
"1","NEO","186","Geothermal Kami",""
"1","NEO","254","Patchwork Automaton",""
"1","NEO","137","Dragonspark Reactor",""
"1","NEO","123","Tatsunari, Toad Rider",""
"1","NEO","219","Gloomshrieker",""
"1","NEO","275","Secluded Courtyard",""
"1","NEO","256","Reito Sentinel",""
"1","NEO","169","Unstoppable Ogre",""
"1","NEO","156","Peerless Samurai",""
"1","NEO","135","Bronzeplate Boar",""
"1","NEO","133","Ambitious Assault",""
"1","NEO","255","Reckoner Bankbuster",""
"1","NEO","120","Reckoner's Bargain",""
"1","NEO","158","Reinforced Ronin",""
"1","NEO","215","Asari Captain",""
"1","NEO","235","Satsuki, the Living Lore",""
"1","NEO","146","Heiko Yamazaki, the General",""
"1","NEO","372","March of Swirling Mist",""
"1","NEO","8","Cloudsteel Kirin",""
"1","NEO","282","Wind-Scarred Crag",""
"1","NEO","163","Simian Sling",""
"1","NEO","241","Brute Suit",""
"1","NEO","7","Brilliant Restoration",""
"1","NEO","24","Light the Way",""
"1","NEO","261","Thundersteel Colossus",""
"1","NEO","87","Assassin's Ink",""
"1","NEO","176","Boon of Boseiju",""
"1","NEO","203","Orochi Merge-Keeper",""
"1","NEO","43","When We Were Young",""
"1","NEO","3","Banishing Slash",""
"1","NEO","229","Naomi, Pillar of Order",""
"1","NEO","62","Mindlink Mech",""
"1","NEO","57","Inventive Iteration // Living Breakthrough",""
"1","NEO","148","Ironhoof Boar",""
"1","NEO","239","Automated Artificer",""
"1","NEO","257","Runaway Trash-Bot",""
"1","NEO","40","Touch the Spirit Realm",""
"1","NEO","77","Saiba Trespassers",""
"1","NEO","149","Kami of Industry",""
"1","NEO","27","Lucky Offering",""
"1","NEO","65","Mobilizer Mech",""
"1","NEO","270","Mech Hangar",""
"1","NEO","325","Heir of the Ancient Fang",""
"1","NEO","171","Voltage Surge",""
"1","NEO","259","Shrine Steward",""
"1","NEO","18","Imperial Recovery Unit",""
"1","NEO","231","Prodigy's Prototype",""
"1","NEO","167","Towashi Songshaper",""
"1","NEO","185","Generous Visitor",""
"1","NEO","223","Invigorating Hot Spring",""
"1","NEO","248","Iron Apprentice",""
"1","NEO","244","Dramatist's Puppet",""
"1","NEO","174","Bearer of Memory",""
"1","NEO","207","Spinning Wheel Kick",""
"1","NEO","198","Kappa Tech-Wrecker",""
"1","NEO","128","Virus Beetle",""
"1","NEO","107","Lethal Exploit",""
"1","NEO","78","Short Circuit",""
"1","NEO","68","Moonfolk Puzzlemaker",""
"1","NEO","243","Containment Construct",""
"1","NEO","45","Anchor to Reality",""
"1","NEO","267","Dismal Backwater",""
"1","NEO","313","Seven-Tail Mentor",""
"1","NEO","130","Akki Ember-Keeper",""
"1","NEO","132","Akki War Paint",""
"1","NEO","151","Kindled Fury",""
"1","NEO","224","Isshin, Two Heavens as One",""
"1","NEO","359","Jugan Defends the Temple // Remnant of the Rising Star",""
"1","NEO","5","Blade-Blizzard Kitsune",""
"1","NEO","166","Thundering Raiju",""
"1","NEO","269","Jungle Hollow",""
"1","NEO","30","Mothrider Patrol",""
"1","NEO","1","Ancestral Katana",""
"1","NEO","19","Imperial Subduer",""
"1","NEO","214","Webspinner Cuff",""
"1","NEO","194","Jugan Defends the Temple // Remnant of the Rising Star",""
"1","NEO","309","Eiganjo Exemplar",""
"1","NEO","195","Jukai Preserver",""
"1","NEO","202","Master's Rebuke",""
"1","NEO","183","Fang of Shigeki",""
"1","NEO","125","Twisted Embrace",""
"1","NEO","142","Flame Discharge",""
"1","NEO","170","Upriser Renegade",""
"1","NEO","143","Gift of Wrath",""
"1","NEO","184","Favor of Jukai",""
"1","NEO","196","Jukai Trainee",""
"1","NEO","16","Hotshot Mechanic",""
"1","NEO","6","Born to Drive",""
"1","NEO","193","Invoke the Ancients",""
"1","NEO","216","Colossal Skyturtle",""
"1","NEO","50","Discover the Impossible",""
"1","NEO","14","Go-Shintai of Shared Purpose",""
"1","NEO","260","Surgehacker Mech",""
"1","NEO","72","Planar Incision",""
"1","NEO","139","Explosive Entry",""
"1","NEO","80","Spell Pierce",""
"1","NEO","52","Essence Capture",""
"1","NEO","161","Seismic Wave",""
"1","NEO","98","Gravelighter",""
"1","NEO","232","Raiyuu, Storm's Edge",""
"1","NEO","173","Bamboo Grove Archer",""
"1","NEO","205","Season of Renewal",""
"1","NEO","178","Careful Cultivation",""
"1","NEO","39","Sunblade Samurai",""
"1","NEO","110","Malicious Malfunction",""
"1","NEO","242","Circuit Mender",""
"1","NEO","105","Kami of Terrible Secrets",""
"1","NEO","115","Nezumi Bladeblesser",""
"1","NEO","264","Bloodfell Caves",""
"1","NEO","22","Kitsune Ace",""
"1","NEO","54","Futurist Sentinel",""
"1","NEO","56","Guardians of Oboro",""
"1","NEO","168","Twinshot Sniper",""
"1","NEO","85","Thirst for Knowledge",""
"1","TNEO","6","Construct",""
"1","TNEO","15","Construct",""
"1","TNEO","1","Pilot",""
"1","NEO","438","Kyodai, Soul of Kamigawa",""
"1","NEO","346","Coiling Stalker","foil"
"1","NEO","74","The Reality Chip","foil"
"1","NEO","434","Brilliant Restoration","foil"
"1","TNEO","1","Pilot","foil"
"1","NEO","167","Towashi Songshaper","foil"
"1","NEO","262","Towashi Guide-Bot","foil"
"1","NEO","215","Asari Captain","foil"
"1","NEO","11","Era of Enlightenment // Hand of Enlightenment","foil"
"1","NEO","296","Island","foil"
"1","NEO","314","Sky-Blessed Samurai","foil"
"1","ONE","114","Vraan, Executioner Thane",""
"1","ORI","115","Reave Soul",""
"1","PIP","179","One with the Machine",""
"1","PIP","221","Wake the Past",""
"1","PIP","236","Mystic Forge",""
"1","PIP","237","Panharmonicon",""
"1","PIP","240","Solemn Simulacrum",""
"1","PIP","241","Steel Overseer",""
"1","PIP","264","Exotic Orchard",""
"1","PIP","266","Glacial Fortress",""
"1","PIP","268","Irrigated Farmland",""
"1","PIP","280","Prairie Stream",""
"1","PIP","291","Skycloud Expanse",""
"1","PIP","293","Spire of Industry",""
"1","PIP","294","Sulfur Falls",""
"1","PIP","304","Temple of Enlightenment",""
"1","PIP","305","Temple of Epiphany",""
"1","PIP","314","Treasure Vault",""
"1","PIP","252","Wayfarer's Bauble",""
"1","PIP","254","Buried Ruin",""
"1","PIP","275","Mystic Monastery",""
"1","PIP","281","Razortide Bridge",""
"1","PIP","285","Rustvale Bridge",""
"1","PIP","290","Silverbluff Bridge",""
"1","PIP","452","Mantle of the Ancients",""
"1","PIP","180","Thirst for Knowledge",""
"1","PIP","181","Whirler Rogue",""
"1","PIP","190","Loyal Apprentice",""
"1","PIP","193","Unexpected Windfall",""
"1","PIP","230","Everflowing Chalice",""
"1","PIP","176","Glimmer of Genius",""
"1","PIP","173","Swords to Plowshares",""
"1","PIP","159","Dispatch",""
"1","PIP","158","Crush Contraband",""
"1","PIP","137","Nuka-Cola Vending Machine",""
"1","PIP","134","Intelligence Bobblehead",""
"1","PIP","133","Expert-Level Safe",""
"1","PIP","132","Endurance Bobblehead",""
"1","PIP","129","C.A.M.P.",""
"1","PIP","118","Sentinel Sarah Lyons",""
"1","PIP","119","Shaun, Father of Synths",""
"1","PIP","123","Vault 112: Sadistic Simulation",""
"1","PIP","128","Brotherhood Vertibird",""
"1","PIP","145","T-45 Power Armor",""
"1","PIP","148","Ferrous Lake",""
"1","PIP","149","HELIOS One",""
"1","PIP","156","Austere Command",""
"1","PIP","168","Open the Vaults",""
"1","PIP","178","Mechanized Production",""
"1","PIP","35","Nick Valentine, Private Eye",""
"1","PIP","40","Synth Infiltrator",""
"1","PIP","54","Assaultron Dominator",""
"1","PIP","62","The Motherlode, Excavator",""
"1","PIP","64","Plasma Caster",""
"1","PIP","67","Synth Eradicator",""
"1","PIP","92","Arcade Gannon",""
"1","PIP","104","Electrosiphon",""
"1","PIP","116","Red Death, Shipwrecker",""
"1","PIP","117","Rex, Cyber-Hound",""
"1","PIP","249","Talisman of Progress",""
"1","PIP","251","Thought Vessel",""
"1","PIP","10","Automated Assembly Line",""
"1","PIP","13","Brotherhood Scribe",""
"1","PIP","18","Overencumbered",""
"1","PIP","22","The Prydwen, Steel Flagship",""
"1","PIP","24","Sentry Bot",""
"1","PIP","26","Vault 13: Dweller's Journey",""
"1","PIP","30","Curie, Emergent Intelligence",""
"1","PIP","31","James, Wandering Dad // Follow Him",""
"1","PIP","34","Nerd Rage",""
"1","PIP","38","Robobrain War Mind",""
"1","PIP","55","Bottle-Cap Blast",""
"1","PIP","103","Elder Owyn Lyons",""
"1","PIP","127","Behemoth of Vault 0",""
"1","PIP","20","Paladin Danse, Steel Maverick",""
"1","PIP","233","Lightning Greaves",""
"1","PIP","235","Mind Stone",""
"1","PIP","244","Talisman of Creativity",""
"1","TPIP","14","Food",""
"1","TPIP","21","Energy Reserve",""
"1","PIP","5","Liberty Prime, Recharged","foil"
"1","PIP","3","Dr. Madison Li","foil"
"1","PIP","401","Rampaging Yao Guai","foil"
"1","SLC","2005","Lightning Helix",""
"1","SNC","264","Island",""
"1","SNC","100","Antagonize",""
"1","SNC","71","Crooked Custodian",""
"1","SOI","191","Voldaren Duelist",""
"1","THB","111","Pharika's Libation",""
"1","VOW","42","Valorous Stance",""
"1","WAR","162","Giant Growth",""
"1","WWK","107","Leatherback Baloth",""
"1","XLN","41","Territorial Hammerskull",""
"1","ZNR","304","Canopy Baloth",""
"1","ZNR","297","Dreadwurm",""
"1","ZNR","290","Canyon Jerboa",""
"1","PLST","M10-37","Undead Slayer",""
"1","PLST","ARB-17","Architects of Will",""
"1","PLST","TOR-42","Llawan, Cephalid Empress",""
"1","PLST","KLD-227","Perpetual Timepiece",""
"1","PLST","CHK-69","Honden of Seeing Winds",""
